# OpenSignals Text File Format. Version 1
# {"98:D3:81:FD:6D:86": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:81:FD:6D:86", "device connection": "BTH98:D3:81:FD:6D:86", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "asistolia, paso 5", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-4-19", "time": "11:52:20.168", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
4	0	0	0	0	509	
5	0	0	0	0	510	
6	0	0	0	0	510	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	509	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	510	
13	0	0	0	0	510	
14	0	0	0	0	510	
15	0	0	0	0	510	
0	0	0	0	0	510	
1	0	0	0	0	510	
2	0	0	0	0	510	
3	0	0	0	0	510	
4	0	0	0	0	510	
5	0	0	0	0	510	
6	0	0	0	0	510	
7	0	0	0	0	509	
8	0	0	0	0	510	
9	0	0	0	0	510	
10	0	0	0	0	510	
11	0	0	0	0	510	
12	0	0	0	0	509	
13	0	0	0	0	508	
14	0	0	0	0	507	
15	0	0	0	0	507	
0	0	0	0	0	507	
1	0	0	0	0	507	
2	0	0	0	0	507	
3	0	0	0	0	507	
4	0	0	0	0	507	
5	0	0	0	0	507	
6	0	0	0	0	507	
7	0	0	0	0	508	
8	0	0	0	0	507	
9	0	0	0	0	507	
10	0	0	0	0	507	
11	0	0	0	0	507	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	507	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	509	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	509	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	510	
4	0	0	0	0	510	
5	0	0	0	0	510	
6	0	0	0	0	509	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	507	
5	0	0	0	0	507	
6	0	0	0	0	507	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	509	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	510	
12	0	0	0	0	510	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	508	
0	0	0	0	0	509	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	510	
6	0	0	0	0	509	
7	0	0	0	0	508	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	508	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	510	
4	0	0	0	0	510	
5	0	0	0	0	510	
6	0	0	0	0	510	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	510	
0	0	0	0	0	511	
1	0	0	0	0	511	
2	0	0	0	0	512	
3	0	0	0	0	511	
4	0	0	0	0	511	
5	0	0	0	0	511	
6	0	0	0	0	511	
7	0	0	0	0	511	
8	0	0	0	0	510	
9	0	0	0	0	510	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	508	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	509	
6	0	0	0	0	510	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	507	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	508	
2	0	0	0	0	509	
3	0	0	0	0	508	
4	0	0	0	0	509	
5	0	0	0	0	510	
6	0	0	0	0	509	
7	0	0	0	0	510	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	509	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	507	
13	0	0	0	0	508	
14	0	0	0	0	507	
15	0	0	0	0	507	
0	0	0	0	0	507	
1	0	0	0	0	507	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	509	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	508	
1	0	0	0	0	509	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	509	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	509	
1	0	0	0	0	508	
2	0	0	0	0	509	
3	0	0	0	0	510	
4	0	0	0	0	510	
5	0	0	0	0	510	
6	0	0	0	0	510	
7	0	0	0	0	510	
8	0	0	0	0	510	
9	0	0	0	0	510	
10	0	0	0	0	510	
11	0	0	0	0	510	
12	0	0	0	0	510	
13	0	0	0	0	510	
14	0	0	0	0	509	
15	0	0	0	0	510	
0	0	0	0	0	509	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	508	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	507	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	507	
10	0	0	0	0	508	
11	0	0	0	0	507	
12	0	0	0	0	507	
13	0	0	0	0	507	
14	0	0	0	0	507	
15	0	0	0	0	507	
0	0	0	0	0	507	
1	0	0	0	0	508	
2	0	0	0	0	507	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	507	
6	0	0	0	0	507	
7	0	0	0	0	507	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	507	
14	0	0	0	0	507	
15	0	0	0	0	507	
0	0	0	0	0	507	
1	0	0	0	0	507	
2	0	0	0	0	508	
3	0	0	0	0	507	
4	0	0	0	0	506	
5	0	0	0	0	506	
6	0	0	0	0	506	
7	0	0	0	0	506	
8	0	0	0	0	507	
9	0	0	0	0	507	
10	0	0	0	0	507	
11	0	0	0	0	507	
12	0	0	0	0	507	
13	0	0	0	0	507	
14	0	0	0	0	507	
15	0	0	0	0	507	
0	0	0	0	0	507	
1	0	0	0	0	507	
2	0	0	0	0	507	
3	0	0	0	0	507	
4	0	0	0	0	507	
5	0	0	0	0	507	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	507	
10	0	0	0	0	507	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	507	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	507	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	509	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	508	
1	0	0	0	0	507	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	507	
5	0	0	0	0	507	
6	0	0	0	0	507	
7	0	0	0	0	508	
8	0	0	0	0	507	
9	0	0	0	0	507	
10	0	0	0	0	507	
11	0	0	0	0	507	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	509	
14	0	0	0	0	510	
15	0	0	0	0	510	
0	0	0	0	0	510	
1	0	0	0	0	510	
2	0	0	0	0	511	
3	0	0	0	0	511	
4	0	0	0	0	511	
5	0	0	0	0	511	
6	0	0	0	0	510	
7	0	0	0	0	510	
8	0	0	0	0	510	
9	0	0	0	0	510	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	509	
6	0	0	0	0	510	
7	0	0	0	0	510	
8	0	0	0	0	510	
9	0	0	0	0	509	
10	0	0	0	0	510	
11	0	0	0	0	510	
12	0	0	0	0	509	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	508	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	510	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	510	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	508	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	508	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	509	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	509	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	507	
1	0	0	0	0	507	
2	0	0	0	0	507	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	509	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	510	
2	0	0	0	0	510	
3	0	0	0	0	510	
4	0	0	0	0	509	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	509	
1	0	0	0	0	508	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	510	
8	0	0	0	0	510	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	508	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	509	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	509	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	509	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	509	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	507	
12	0	0	0	0	507	
13	0	0	0	0	507	
14	0	0	0	0	507	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	507	
4	0	0	0	0	508	
5	0	0	0	0	507	
6	0	0	0	0	507	
7	0	0	0	0	507	
8	0	0	0	0	507	
9	0	0	0	0	507	
10	0	0	0	0	507	
11	0	0	0	0	507	
12	0	0	0	0	507	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	507	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	507	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	510	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	507	
4	0	0	0	0	507	
5	0	0	0	0	507	
6	0	0	0	0	508	
7	0	0	0	0	507	
8	0	0	0	0	507	
9	0	0	0	0	507	
10	0	0	0	0	508	
11	0	0	0	0	509	
12	0	0	0	0	508	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	510	
0	0	0	0	0	510	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	510	
4	0	0	0	0	509	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	508	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	509	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	509	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	507	
8	0	0	0	0	507	
9	0	0	0	0	507	
10	0	0	0	0	507	
11	0	0	0	0	507	
12	0	0	0	0	507	
13	0	0	0	0	507	
14	0	0	0	0	507	
15	0	0	0	0	507	
0	0	0	0	0	508	
1	0	0	0	0	507	
2	0	0	0	0	507	
3	0	0	0	0	507	
4	0	0	0	0	507	
5	0	0	0	0	507	
6	0	0	0	0	507	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	507	
2	0	0	0	0	508	
3	0	0	0	0	507	
4	0	0	0	0	507	
5	0	0	0	0	507	
6	0	0	0	0	507	
7	0	0	0	0	507	
8	0	0	0	0	507	
9	0	0	0	0	507	
10	0	0	0	0	507	
11	0	0	0	0	507	
12	0	0	0	0	507	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	507	
12	0	0	0	0	507	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	507	
6	0	0	0	0	507	
7	0	0	0	0	507	
8	0	0	0	0	507	
9	0	0	0	0	507	
10	0	0	0	0	507	
11	0	0	0	0	507	
12	0	0	0	0	508	
13	0	0	0	0	507	
14	0	0	0	0	507	
15	0	0	0	0	507	
0	0	0	0	0	507	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	507	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	507	
2	0	0	0	0	507	
3	0	0	0	0	507	
4	0	0	0	0	506	
5	0	0	0	0	507	
6	0	0	0	0	507	
7	0	0	0	0	507	
8	0	0	0	0	508	
9	0	0	0	0	507	
10	0	0	0	0	507	
11	0	0	0	0	507	
12	0	0	0	0	507	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	507	
0	0	0	0	0	507	
1	0	0	0	0	507	
2	0	0	0	0	507	
3	0	0	0	0	507	
4	0	0	0	0	508	
5	0	0	0	0	507	
6	0	0	0	0	508	
7	0	0	0	0	507	
8	0	0	0	0	507	
9	0	0	0	0	508	
10	0	0	0	0	507	
11	0	0	0	0	507	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	509	
14	0	0	0	0	508	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	508	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	509	
13	0	0	0	0	509	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	510	
10	0	0	0	0	510	
11	0	0	0	0	510	
12	0	0	0	0	510	
13	0	0	0	0	510	
14	0	0	0	0	509	
15	0	0	0	0	508	
0	0	0	0	0	509	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	507	
8	0	0	0	0	508	
9	0	0	0	0	507	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	509	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	509	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	507	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	509	
4	0	0	0	0	508	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	509	
0	0	0	0	0	508	
1	0	0	0	0	508	
2	0	0	0	0	508	
3	0	0	0	0	508	
4	0	0	0	0	508	
5	0	0	0	0	508	
6	0	0	0	0	508	
7	0	0	0	0	508	
8	0	0	0	0	508	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	508	
12	0	0	0	0	508	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	509	
0	0	0	0	0	509	
1	0	0	0	0	510	
2	0	0	0	0	510	
3	0	0	0	0	510	
4	0	0	0	0	510	
5	0	0	0	0	510	
6	0	0	0	0	510	
7	0	0	0	0	510	
8	0	0	0	0	509	
9	0	0	0	0	510	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	509	
14	0	0	0	0	508	
15	0	0	0	0	508	
0	0	0	0	0	509	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	510	
6	0	0	0	0	510	
7	0	0	0	0	510	
8	0	0	0	0	509	
9	0	0	0	0	510	
10	0	0	0	0	510	
11	0	0	0	0	510	
12	0	0	0	0	510	
13	0	0	0	0	510	
14	0	0	0	0	511	
15	0	0	0	0	511	
0	0	0	0	0	510	
1	0	0	0	0	510	
2	0	0	0	0	510	
3	0	0	0	0	509	
4	0	0	0	0	510	
5	0	0	0	0	510	
6	0	0	0	0	510	
7	0	0	0	0	509	
8	0	0	0	0	509	
9	0	0	0	0	508	
10	0	0	0	0	509	
11	0	0	0	0	509	
12	0	0	0	0	510	
13	0	0	0	0	510	
14	0	0	0	0	510	
15	0	0	0	0	509	
0	0	0	0	0	510	
